               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.024371,            0.010527,            0.040689,             0.65022,             0.71817,             0.77402,             0.63466,            0.015916,           0.0034408,            0.018975,             0.00472,             0.00472,             0.00472
                 162,            0.024564,            0.010529,            0.038356,             0.69842,              0.7158,              0.8078,             0.66077,            0.014298,           0.0034215,            0.017937,            0.004687,            0.004687,            0.004687
                 163,            0.024366,             0.01011,            0.039473,             0.74335,             0.68468,             0.80687,             0.65685,            0.014225,           0.0033042,            0.019314,            0.004654,            0.004654,            0.004654
                 164,            0.024323,            0.010385,            0.041196,             0.76903,             0.69801,             0.80759,             0.64524,            0.014966,           0.0034017,            0.018286,            0.004621,            0.004621,            0.004621
                 165,            0.024128,             0.01004,            0.037192,              0.6895,             0.72175,             0.79709,             0.65409,            0.014764,           0.0032343,            0.019241,            0.004588,            0.004588,            0.004588
                 166,            0.023538,             0.01011,            0.038169,             0.67723,             0.71286,             0.78382,             0.64506,            0.015023,           0.0033622,            0.019714,            0.004555,            0.004555,            0.004555
                 167,            0.024992,            0.010153,             0.04142,             0.72184,             0.71306,             0.77994,              0.6267,            0.015291,            0.003456,            0.019545,            0.004522,            0.004522,            0.004522
                 168,            0.023476,            0.010273,            0.038353,             0.63237,             0.72548,             0.78511,             0.62782,            0.015806,           0.0033757,            0.018732,            0.004489,            0.004489,            0.004489
                 169,            0.023902,            0.010266,            0.038972,             0.71877,             0.72129,             0.83808,             0.66601,            0.014137,           0.0032854,            0.017726,            0.004456,            0.004456,            0.004456
                 170,            0.025789,            0.010705,            0.039525,             0.62271,             0.78155,             0.80115,             0.64817,            0.014483,           0.0032924,            0.018975,            0.004423,            0.004423,            0.004423
                 171,            0.024317,            0.010397,            0.038872,             0.59591,             0.79227,              0.8264,             0.67797,            0.013878,           0.0033872,            0.019076,             0.00439,             0.00439,             0.00439
                 172,            0.023226,           0.0099218,            0.036696,             0.78296,             0.74849,             0.83371,             0.68164,            0.013974,           0.0032751,            0.017669,            0.004357,            0.004357,            0.004357
                 173,            0.023829,            0.010401,             0.03621,             0.70032,             0.70378,             0.77679,             0.62133,            0.014831,           0.0034282,            0.019737,            0.004324,            0.004324,            0.004324
                 174,            0.024178,            0.009756,            0.037139,             0.74037,             0.69103,               0.788,             0.63894,            0.014294,           0.0031438,            0.019216,            0.004291,            0.004291,            0.004291
                 175,            0.024353,            0.010269,            0.036848,             0.75342,              0.7205,             0.82781,             0.66647,            0.014392,           0.0032328,            0.017225,            0.004258,            0.004258,            0.004258
                 176,            0.023519,           0.0097879,            0.036867,             0.72451,              0.7297,             0.80525,             0.66249,            0.013748,           0.0032973,            0.017966,            0.004225,            0.004225,            0.004225
                 177,             0.02344,           0.0099267,             0.03768,             0.65377,             0.75984,             0.79223,             0.65266,            0.014011,           0.0032575,            0.019187,            0.004192,            0.004192,            0.004192
                 178,             0.02405,            0.010357,            0.037554,             0.78366,              0.6938,             0.82809,             0.66229,            0.013595,           0.0031815,            0.018697,            0.004159,            0.004159,            0.004159
                 179,            0.022855,            0.010062,            0.035728,             0.65648,             0.69832,             0.78709,             0.65253,            0.013495,           0.0031666,            0.020238,            0.004126,            0.004126,            0.004126
                 180,            0.022737,            0.010395,            0.036335,             0.73135,             0.74867,             0.81413,             0.69426,            0.013342,           0.0031752,            0.018351,            0.004093,            0.004093,            0.004093
                 181,            0.022495,            0.010433,            0.039496,             0.69021,             0.73633,             0.80353,             0.66347,            0.014238,            0.003404,            0.018096,             0.00406,             0.00406,             0.00406
                 182,            0.023415,            0.010124,             0.03518,             0.64883,             0.74969,             0.77319,             0.63096,              0.0144,           0.0033209,            0.019906,            0.004027,            0.004027,            0.004027
                 183,            0.024583,            0.010342,            0.036581,             0.73599,             0.67733,             0.79627,             0.66028,            0.013742,           0.0030704,            0.019735,            0.003994,            0.003994,            0.003994
                 184,            0.023101,           0.0096173,            0.034726,              0.7201,             0.76595,             0.82519,             0.68221,             0.01409,           0.0030933,            0.017702,            0.003961,            0.003961,            0.003961
                 185,            0.024648,            0.010381,            0.035192,             0.74578,             0.73792,              0.8148,             0.66981,            0.014435,           0.0033693,            0.017543,            0.003928,            0.003928,            0.003928
                 186,            0.023544,           0.0098631,            0.034834,             0.71952,              0.7495,             0.82168,             0.67931,            0.014306,           0.0032116,            0.017017,            0.003895,            0.003895,            0.003895
                 187,            0.023125,            0.010103,            0.035721,             0.75765,             0.69858,             0.82017,             0.68294,            0.014333,           0.0032329,            0.018048,            0.003862,            0.003862,            0.003862
                 188,            0.022502,           0.0097065,            0.034768,             0.76978,             0.73717,              0.8169,             0.67073,            0.015366,           0.0031207,            0.016887,            0.003829,            0.003829,            0.003829
                 189,            0.023572,            0.010027,            0.033587,             0.78369,             0.75567,             0.84667,             0.69908,            0.014568,           0.0031458,            0.015512,            0.003796,            0.003796,            0.003796
                 190,            0.023257,           0.0097685,            0.032676,             0.73819,             0.72443,             0.82265,             0.68055,            0.014322,           0.0032288,            0.016603,            0.003763,            0.003763,            0.003763
                 191,            0.021816,           0.0095045,            0.034038,             0.81522,             0.66994,             0.80846,             0.67165,            0.014271,           0.0031601,            0.018268,             0.00373,             0.00373,             0.00373
                 192,            0.023688,           0.0097193,            0.034286,             0.74802,              0.7753,             0.84178,             0.69466,            0.014469,           0.0030588,            0.015051,            0.003697,            0.003697,            0.003697
                 193,            0.023074,            0.009818,            0.033778,             0.77995,             0.69192,             0.82505,             0.67676,            0.014174,           0.0031157,            0.017114,            0.003664,            0.003664,            0.003664
                 194,            0.022592,            0.009745,            0.035109,             0.80408,             0.71459,             0.82966,              0.6839,            0.013961,           0.0031769,            0.016076,            0.003631,            0.003631,            0.003631
                 195,            0.022727,            0.010024,            0.032731,             0.71654,             0.70012,              0.8115,             0.68331,            0.014791,           0.0031917,            0.017077,            0.003598,            0.003598,            0.003598
                 196,            0.022622,            0.010034,             0.03253,              0.7401,             0.74407,             0.82944,             0.68083,            0.013957,           0.0031072,             0.01731,            0.003565,            0.003565,            0.003565
                 197,            0.022961,           0.0093677,            0.032613,             0.75232,             0.77685,             0.84367,             0.70254,            0.014328,           0.0031467,            0.016309,            0.003532,            0.003532,            0.003532
                 198,            0.022045,           0.0093594,             0.03237,              0.7493,             0.78552,             0.82211,             0.68422,            0.014648,           0.0031836,             0.01548,            0.003499,            0.003499,            0.003499
                 199,            0.021788,            0.009585,            0.034153,             0.76723,             0.75685,             0.84631,             0.70756,            0.013527,           0.0031192,             0.01648,            0.003466,            0.003466,            0.003466
                 200,             0.02274,            0.010062,            0.031722,              0.8133,             0.70721,             0.83984,             0.70146,            0.013789,           0.0030679,            0.018945,            0.003433,            0.003433,            0.003433
                 201,            0.023725,           0.0097185,            0.035471,             0.71753,              0.8436,             0.86718,             0.73642,            0.013234,           0.0030285,            0.017158,              0.0034,              0.0034,              0.0034
                 202,             0.02235,           0.0090585,            0.033231,             0.74039,             0.73886,             0.83039,             0.70569,            0.013442,           0.0031991,            0.016846,            0.003367,            0.003367,            0.003367
                 203,            0.023257,           0.0096826,            0.034817,             0.82859,             0.68188,             0.82886,             0.70514,            0.013653,           0.0032022,            0.016713,            0.003334,            0.003334,            0.003334
                 204,             0.02193,           0.0097088,            0.031669,             0.77062,             0.71647,             0.84995,             0.71641,             0.01329,           0.0030999,            0.014856,            0.003301,            0.003301,            0.003301
                 205,            0.021609,           0.0092717,            0.032686,             0.65663,             0.83026,             0.84921,             0.70845,            0.013384,           0.0029897,              0.0151,            0.003268,            0.003268,            0.003268
                 206,            0.021364,           0.0095567,            0.032146,             0.78592,              0.7821,             0.87244,             0.73129,            0.013031,           0.0028909,            0.013855,            0.003235,            0.003235,            0.003235
                 207,            0.022068,           0.0096745,            0.032327,             0.73275,             0.81683,             0.86729,             0.72791,            0.014053,           0.0030642,            0.014507,            0.003202,            0.003202,            0.003202
                 208,            0.021012,           0.0093111,             0.03142,             0.68132,             0.85702,             0.85976,             0.73065,            0.013477,           0.0030106,            0.015404,            0.003169,            0.003169,            0.003169
                 209,            0.021258,           0.0093543,            0.033079,             0.74496,             0.74559,             0.83169,             0.70623,            0.013573,           0.0030039,            0.016613,            0.003136,            0.003136,            0.003136
                 210,            0.022305,            0.009612,            0.033439,             0.76867,             0.77171,              0.8471,             0.71048,            0.013714,           0.0030779,              0.0154,            0.003103,            0.003103,            0.003103
                 211,            0.021959,            0.010156,            0.031096,             0.81464,             0.77209,             0.89509,             0.75251,            0.013862,           0.0030476,            0.012844,             0.00307,             0.00307,             0.00307
                 212,            0.021807,           0.0098729,            0.031467,             0.86219,             0.73876,             0.86966,             0.75192,            0.013038,           0.0029202,            0.013158,            0.003037,            0.003037,            0.003037
                 213,            0.023512,           0.0095205,             0.03135,             0.84539,             0.75999,             0.86923,             0.73726,            0.013593,           0.0029364,            0.013165,            0.003004,            0.003004,            0.003004
                 214,            0.022326,            0.009557,            0.030974,             0.84174,             0.75296,             0.86983,             0.72277,            0.013326,           0.0031178,            0.014237,            0.002971,            0.002971,            0.002971
                 215,            0.023849,           0.0096028,            0.032669,             0.74762,              0.8037,             0.87678,             0.74165,            0.012601,           0.0030941,            0.012992,            0.002938,            0.002938,            0.002938
                 216,            0.022878,           0.0095472,            0.031774,             0.71481,             0.81904,             0.86336,             0.73104,            0.013526,           0.0030616,            0.012781,            0.002905,            0.002905,            0.002905
                 217,            0.021965,           0.0098675,            0.030416,             0.75329,             0.80521,              0.8574,             0.72284,            0.013382,           0.0030661,            0.013738,            0.002872,            0.002872,            0.002872
                 218,             0.02135,            0.009878,            0.031811,              0.7912,             0.77307,               0.852,             0.72174,             0.01346,           0.0030795,            0.013097,            0.002839,            0.002839,            0.002839
                 219,            0.021847,           0.0094145,            0.031751,             0.79777,             0.77183,             0.86905,             0.74962,            0.013492,           0.0031056,            0.013343,            0.002806,            0.002806,            0.002806
                 220,            0.020903,           0.0092691,            0.029451,             0.67318,             0.78204,             0.83326,             0.71139,            0.013396,           0.0031034,            0.014787,            0.002773,            0.002773,            0.002773
                 221,            0.021395,           0.0095026,              0.0308,             0.74787,              0.7387,             0.83997,              0.7142,            0.012837,           0.0029218,            0.014966,             0.00274,             0.00274,             0.00274
                 222,             0.02236,           0.0092396,            0.029114,             0.72706,             0.80039,             0.87065,              0.7359,            0.012714,           0.0029612,            0.013729,            0.002707,            0.002707,            0.002707
                 223,            0.022156,           0.0093763,            0.029794,             0.84211,             0.72961,              0.8526,             0.72836,            0.012347,           0.0029018,            0.014748,            0.002674,            0.002674,            0.002674
                 224,            0.020385,            0.009282,            0.029207,             0.78108,             0.78441,             0.87089,             0.74398,            0.012989,           0.0029748,            0.013987,            0.002641,            0.002641,            0.002641
                 225,               0.022,           0.0090154,            0.029817,             0.75737,             0.79095,             0.87239,             0.74903,            0.013168,           0.0029305,            0.014267,            0.002608,            0.002608,            0.002608
                 226,            0.021327,           0.0095545,            0.028077,              0.7452,             0.78372,              0.8696,             0.72119,             0.01323,           0.0030105,            0.013673,            0.002575,            0.002575,            0.002575
                 227,            0.021472,           0.0096527,            0.029291,              0.7717,             0.80756,             0.87055,              0.7417,            0.012869,           0.0029433,            0.014275,            0.002542,            0.002542,            0.002542
                 228,            0.019815,           0.0095247,            0.030716,             0.73916,             0.81506,             0.85984,             0.73302,            0.012902,           0.0030096,            0.013411,            0.002509,            0.002509,            0.002509
                 229,            0.021403,           0.0090773,            0.028955,             0.73214,             0.81503,             0.86562,             0.73493,            0.012619,            0.003015,            0.013514,            0.002476,            0.002476,            0.002476
                 230,            0.020747,           0.0098891,             0.02946,             0.80137,             0.76246,              0.8533,             0.74019,            0.012607,           0.0029411,            0.013584,            0.002443,            0.002443,            0.002443
                 231,            0.020948,           0.0092436,            0.027899,             0.78799,             0.77068,             0.86843,             0.75249,            0.012464,           0.0028869,            0.012813,             0.00241,             0.00241,             0.00241
                 232,              0.0207,           0.0094399,            0.027933,             0.72499,             0.84004,             0.87967,             0.75949,            0.012475,           0.0029184,            0.012525,            0.002377,            0.002377,            0.002377
                 233,            0.020754,            0.008798,            0.028242,             0.73877,             0.85294,             0.87358,             0.75179,            0.012395,           0.0029198,            0.012499,            0.002344,            0.002344,            0.002344
                 234,            0.021241,           0.0092339,            0.030762,             0.73095,             0.85391,             0.87947,             0.74955,            0.012949,           0.0029062,            0.012001,            0.002311,            0.002311,            0.002311
                 235,            0.020276,           0.0091883,            0.028839,             0.78599,             0.84638,             0.88592,             0.76103,            0.013148,           0.0028555,            0.012184,            0.002278,            0.002278,            0.002278
                 236,            0.020785,           0.0090883,            0.026483,             0.80768,             0.75628,             0.86982,             0.75366,            0.013022,           0.0029309,            0.012601,            0.002245,            0.002245,            0.002245
                 237,            0.020647,           0.0094467,            0.028815,             0.76156,             0.81276,             0.88156,             0.75767,            0.012859,           0.0029571,            0.012319,            0.002212,            0.002212,            0.002212
                 238,            0.020603,           0.0087947,            0.029812,             0.79509,             0.81461,             0.88225,             0.75818,            0.012574,           0.0028479,            0.012664,            0.002179,            0.002179,            0.002179
                 239,            0.019767,           0.0089252,             0.02681,             0.73941,             0.87022,             0.88778,             0.75959,              0.0127,           0.0028243,            0.012659,            0.002146,            0.002146,            0.002146
                 240,            0.021476,           0.0091612,            0.028595,             0.72452,             0.86159,             0.89613,             0.76452,            0.012404,           0.0028502,            0.011639,            0.002113,            0.002113,            0.002113
                 241,            0.020119,           0.0089387,            0.026168,             0.77072,             0.84606,             0.89431,              0.7785,            0.012494,           0.0029151,            0.011835,             0.00208,             0.00208,             0.00208
                 242,             0.02052,            0.008871,            0.027892,             0.77289,             0.84896,             0.88586,              0.7569,            0.012685,            0.002975,            0.011926,            0.002047,            0.002047,            0.002047
                 243,            0.020279,           0.0091682,            0.028378,               0.731,             0.82544,             0.87849,             0.76291,             0.01228,           0.0028919,             0.01271,            0.002014,            0.002014,            0.002014
                 244,            0.020225,           0.0092903,            0.027469,             0.72887,             0.79792,             0.87692,             0.75461,             0.01247,           0.0028621,            0.013439,            0.001981,            0.001981,            0.001981
                 245,            0.019858,            0.009652,            0.028112,             0.75225,              0.8305,             0.87959,             0.75943,            0.012016,           0.0028481,            0.013062,            0.001948,            0.001948,            0.001948
                 246,            0.020433,           0.0096423,            0.027048,             0.83094,             0.77814,             0.87936,             0.76067,            0.012504,           0.0028353,             0.01269,            0.001915,            0.001915,            0.001915
                 247,            0.021076,           0.0090289,            0.028129,             0.80162,             0.81476,             0.88322,             0.76139,            0.012434,            0.002835,            0.012354,            0.001882,            0.001882,            0.001882
                 248,            0.019493,           0.0089959,            0.026604,             0.79322,             0.78689,             0.85704,             0.73298,            0.012913,           0.0028754,            0.012786,            0.001849,            0.001849,            0.001849
                 249,            0.019235,           0.0089964,            0.026049,             0.75965,             0.83746,             0.89079,             0.77427,            0.012164,           0.0028389,            0.011385,            0.001816,            0.001816,            0.001816
                 250,            0.020131,           0.0091281,             0.02515,             0.73947,             0.83579,             0.87806,             0.76187,            0.012681,           0.0028246,            0.012042,            0.001783,            0.001783,            0.001783
                 251,            0.019944,            0.008761,            0.025763,             0.74882,             0.82948,             0.88313,             0.76451,            0.012335,           0.0028402,            0.012064,             0.00175,             0.00175,             0.00175
                 252,            0.019653,           0.0087518,            0.025662,             0.78318,             0.84843,             0.87906,             0.76823,            0.012176,           0.0028457,            0.011844,            0.001717,            0.001717,            0.001717
                 253,            0.020214,            0.008778,            0.024345,             0.76314,             0.86695,             0.88948,             0.76912,            0.011948,           0.0028112,            0.011449,            0.001684,            0.001684,            0.001684
                 254,            0.019085,           0.0088074,            0.024571,             0.75823,             0.85983,             0.89169,             0.77585,            0.012114,           0.0027585,            0.011205,            0.001651,            0.001651,            0.001651
                 255,            0.019968,           0.0092694,            0.027165,             0.75879,             0.89226,             0.88627,             0.76336,            0.012267,           0.0027761,            0.010735,            0.001618,            0.001618,            0.001618
                 256,            0.019268,           0.0088789,            0.025402,             0.77461,             0.88976,             0.89837,             0.77864,            0.012274,           0.0028283,            0.011512,            0.001585,            0.001585,            0.001585
                 257,            0.019812,            0.008525,             0.02718,             0.79081,             0.85399,             0.89385,             0.77599,            0.012115,             0.00282,             0.01163,            0.001552,            0.001552,            0.001552
                 258,            0.019145,           0.0088467,            0.024543,             0.77672,             0.81818,             0.87873,             0.76279,            0.011961,            0.002762,            0.011741,            0.001519,            0.001519,            0.001519
                 259,            0.018867,           0.0088172,            0.023919,             0.76187,             0.85384,             0.89444,             0.77669,            0.012058,           0.0027671,            0.010787,            0.001486,            0.001486,            0.001486
                 260,            0.018819,           0.0085549,            0.023974,             0.76262,              0.8768,             0.90568,              0.7835,            0.012133,           0.0028107,            0.010806,            0.001453,            0.001453,            0.001453
                 261,            0.019265,           0.0088126,            0.027119,             0.78894,             0.86726,             0.89353,             0.77582,            0.011749,           0.0027547,            0.010858,             0.00142,             0.00142,             0.00142
                 262,            0.019442,           0.0087447,            0.025246,             0.78576,             0.84756,             0.88394,             0.76777,            0.011727,           0.0027959,            0.011507,            0.001387,            0.001387,            0.001387
                 263,            0.019213,            0.009515,            0.025221,             0.80572,             0.85672,             0.89829,              0.7711,            0.011901,           0.0028231,            0.010496,            0.001354,            0.001354,            0.001354
                 264,            0.019289,           0.0083456,            0.023236,             0.80517,             0.86864,             0.89811,             0.77609,            0.012112,           0.0028289,           0.0098912,            0.001321,            0.001321,            0.001321
                 265,            0.019449,           0.0086707,            0.024203,             0.82421,             0.85398,             0.90736,             0.78346,            0.011977,           0.0028601,            0.010017,            0.001288,            0.001288,            0.001288
                 266,            0.018676,           0.0086857,            0.024691,             0.82518,             0.86977,             0.90838,             0.78568,             0.01212,           0.0027967,            0.010265,            0.001255,            0.001255,            0.001255
                 267,            0.018694,           0.0087182,            0.023049,             0.79031,             0.85787,             0.88846,              0.7707,            0.012201,            0.002781,            0.010996,            0.001222,            0.001222,            0.001222
                 268,            0.017597,           0.0087632,            0.024193,             0.78535,             0.86157,             0.89503,             0.77173,            0.012256,           0.0028209,              0.0104,            0.001189,            0.001189,            0.001189
                 269,             0.01926,           0.0081214,            0.024905,             0.79563,             0.84394,             0.89601,             0.76604,            0.012274,           0.0028781,            0.010485,            0.001156,            0.001156,            0.001156
                 270,            0.018717,           0.0085694,            0.024156,             0.78069,             0.87351,             0.89399,              0.7752,            0.011794,           0.0028252,            0.010625,            0.001123,            0.001123,            0.001123
                 271,            0.018707,           0.0090795,            0.024026,             0.79791,              0.8734,             0.89322,             0.76633,            0.011724,           0.0027989,            0.010852,             0.00109,             0.00109,             0.00109
                 272,            0.018519,           0.0087166,            0.025432,             0.78653,             0.84911,             0.89787,             0.77674,            0.011866,            0.002796,            0.011125,            0.001057,            0.001057,            0.001057
                 273,            0.017375,           0.0082062,            0.023692,             0.80229,             0.83971,             0.89615,             0.76709,            0.012005,           0.0027939,             0.01129,            0.001024,            0.001024,            0.001024
                 274,            0.018015,           0.0081906,            0.022185,             0.78589,             0.84817,             0.88549,             0.75565,            0.012094,           0.0027797,            0.011016,            0.000991,            0.000991,            0.000991
                 275,             0.01823,           0.0088494,            0.023303,              0.7687,             0.87994,             0.89576,             0.77558,            0.011985,           0.0027217,            0.010722,            0.000958,            0.000958,            0.000958
                 276,            0.018178,           0.0086429,            0.024376,             0.76995,             0.88919,              0.9076,             0.78895,            0.011957,           0.0027787,            0.010176,            0.000925,            0.000925,            0.000925
                 277,            0.017801,           0.0086056,            0.023775,             0.77688,             0.89587,             0.90815,             0.77557,            0.011729,           0.0027829,            0.010439,            0.000892,            0.000892,            0.000892
                 278,            0.017952,           0.0084002,            0.024084,              0.7905,             0.89197,             0.90579,              0.7826,             0.01195,           0.0027368,            0.010571,            0.000859,            0.000859,            0.000859
                 279,            0.018644,           0.0090033,            0.024488,             0.80036,             0.86035,             0.90476,             0.78738,            0.011817,           0.0027037,            0.010356,            0.000826,            0.000826,            0.000826
                 280,            0.017488,           0.0083063,            0.022512,             0.79813,             0.82818,             0.89661,             0.77847,            0.011607,           0.0027224,            0.010666,            0.000793,            0.000793,            0.000793
                 281,            0.018109,           0.0085631,            0.022149,             0.81272,             0.82528,             0.89962,             0.79889,            0.011663,           0.0027207,            0.010686,             0.00076,             0.00076,             0.00076
                 282,            0.017454,           0.0086029,            0.021869,             0.80203,             0.83267,             0.89898,             0.78059,            0.011584,           0.0027373,            0.010712,            0.000727,            0.000727,            0.000727
                 283,            0.019244,           0.0085077,            0.024149,             0.81019,             0.83457,              0.8967,             0.78442,            0.011404,           0.0027464,            0.010178,            0.000694,            0.000694,            0.000694
                 284,            0.018158,           0.0084264,             0.02638,             0.81127,             0.84035,             0.89366,             0.77701,            0.011331,           0.0027388,            0.010053,            0.000661,            0.000661,            0.000661
                 285,            0.018006,           0.0083795,            0.024532,             0.79623,             0.84391,             0.89437,               0.793,            0.011347,           0.0027282,            0.010127,            0.000628,            0.000628,            0.000628
                 286,            0.017955,           0.0086503,            0.025762,             0.79028,             0.83105,             0.89048,             0.78108,            0.011431,           0.0027426,             0.01031,            0.000595,            0.000595,            0.000595
                 287,            0.017743,           0.0084175,            0.023056,             0.80181,             0.84663,             0.89334,             0.78278,            0.011268,           0.0027471,            0.010234,            0.000562,            0.000562,            0.000562
                 288,            0.018078,           0.0087665,            0.025145,             0.79129,             0.85215,             0.89557,             0.77748,            0.011333,           0.0027283,            0.010329,            0.000529,            0.000529,            0.000529
                 289,            0.017325,           0.0087156,             0.02377,             0.81308,              0.8358,             0.89649,             0.77962,            0.011386,           0.0026866,            0.010483,            0.000496,            0.000496,            0.000496
                 290,            0.017168,           0.0085642,            0.022455,             0.82684,             0.82988,             0.89927,             0.79154,            0.011213,           0.0026495,            0.010183,            0.000463,            0.000463,            0.000463
                 291,            0.017584,           0.0083066,            0.023144,             0.79862,             0.87797,             0.90505,             0.79692,            0.011109,           0.0026785,            0.010046,             0.00043,             0.00043,             0.00043
                 292,            0.016448,           0.0084655,            0.023379,             0.79604,             0.87993,             0.90308,             0.79527,            0.011185,           0.0026965,            0.010071,            0.000397,            0.000397,            0.000397
                 293,            0.017334,           0.0088926,            0.023966,             0.79194,             0.86663,             0.90273,             0.79153,            0.011321,           0.0027016,            0.010106,            0.000364,            0.000364,            0.000364
                 294,             0.01681,           0.0084914,            0.022873,             0.79976,             0.86456,             0.89968,             0.78779,            0.011346,           0.0026729,            0.010124,            0.000331,            0.000331,            0.000331
                 295,            0.017831,           0.0084094,            0.025486,              0.8009,             0.86532,             0.90118,             0.78602,            0.011374,            0.002678,           0.0099811,            0.000298,            0.000298,            0.000298
                 296,            0.017066,           0.0086525,            0.024589,             0.79979,             0.87733,             0.90363,             0.78793,            0.011356,           0.0026674,           0.0098903,            0.000265,            0.000265,            0.000265
                 297,            0.016455,           0.0084623,            0.021387,             0.79454,             0.88259,             0.90204,             0.78881,            0.011273,           0.0026655,           0.0098647,            0.000232,            0.000232,            0.000232
                 298,            0.017994,           0.0086175,             0.02268,              0.7954,             0.87719,             0.90504,             0.79216,            0.011285,           0.0026657,           0.0097381,            0.000199,            0.000199,            0.000199
                 299,            0.016799,           0.0083259,            0.022051,             0.79517,             0.87755,              0.9058,              0.7917,             0.01127,           0.0026559,           0.0097959,            0.000166,            0.000166,            0.000166
